"order_id";"order_date";"customer_id";"order_status";"payment_method"
19331;"2025-04-24";6595;"Shipped";"PayPal"
19332;"2023-09-15";6787;"Returned";"Credit Card"
19333;"2023-10-17";6167;"Shipped";"Debit Card"
19334;"2025-04-01";2415;"Shipped";"Credit Card"
19335;"2024-10-06";651;"Processing";"Cash"
19336;"2024-11-05";8170;"Returned";"Debit Card"
19337;"2024-02-09";4916;"Shipped";"Debit Card"
19338;"2024-04-16";3199;"Shipped";"PayPal"
19339;"2024-08-15";942;"Shipped";"PayPal"
19340;"2024-03-21";8733;"Shipped";"Credit Card"
19341;"2024-06-28";5806;"Shipped";"PayPal"
19342;"2025-05-29";3728;"Shipped";"Debit Card"
19343;"2025-02-04";2530;"Shipped";"PayPal"
19344;"2023-10-24";1203;"Shipped";"Debit Card"
19345;"2023-11-22";4965;"Cancelled";"PayPal"
19346;"2023-06-25";651;"Cancelled";"PayPal"
19347;"2024-12-24";3007;"Shipped";"Debit Card"
19348;"2024-11-03";2905;"Shipped";"Credit Card"
19349;"2024-03-29";8506;"Processing";"Credit Card"
19350;"2024-11-13";4115;"Shipped";"Debit Card"
19351;"2024-06-09";9376;"Shipped";"Credit Card"
19352;"2024-04-18";122;"Cancelled";"Credit Card"
19353;"2024-06-30";6604;"Shipped";"Cash"
19354;"2025-02-08";8361;"Shipped";"Debit Card"
19355;"2025-01-21";3683;"Shipped";"PayPal"
19356;"2024-09-16";4725;"Shipped";"PayPal"
19357;"2023-08-04";4122;"Shipped";"Cash"
19358;"2024-06-04";6865;"Shipped";"Debit Card"
19359;"2024-01-10";7395;"Shipped";"PayPal"
19360;"2023-07-04";1730;"Shipped";"Credit Card"
19361;"2024-03-29";5953;"Cancelled";"PayPal"
19362;"2025-01-08";5130;"Shipped";"Debit Card"
19363;"2025-05-14";1119;"Processing";"PayPal"
19364;"2023-12-20";2169;"Shipped";"Cash"
19365;"2023-11-15";7669;"Shipped";"Cash"
19366;"2024-02-29";1051;"Shipped";"Credit Card"
19367;"2025-04-12";8897;"Returned";"Cash"
19368;"2024-01-15";6641;"Shipped";"PayPal"
19369;"2025-05-01";2900;"Processing";"PayPal"
19370;"2024-12-03";3208;"Shipped";"Credit Card"
19371;"2025-02-09";8899;"Shipped";"Credit Card"
19372;"2025-04-02";7675;"Shipped";"Credit Card"
19373;"2025-01-20";3833;"Shipped";"Debit Card"
19374;"2024-06-05";2009;"Shipped";"Debit Card"
19375;"2023-08-19";4722;"Shipped";"Debit Card"
19376;"2024-01-31";9790;"Processing";"Cash"
19377;"2023-11-05";1067;"Shipped";"PayPal"
19378;"2024-04-03";8288;"Processing";"Cash"
19379;"2023-12-23";1919;"Shipped";"PayPal"
19380;"2023-10-09";9458;"Shipped";"Cash"
19381;"2024-06-24";8432;"Processing";"Credit Card"
19382;"2024-07-26";1328;"Shipped";"Debit Card"
19383;"2023-10-06";6211;"Shipped";"PayPal"
19384;"2024-04-01";7449;"Shipped";"PayPal"
19385;"2025-03-10";7360;"Shipped";"PayPal"
19386;"2023-12-25";1143;"Processing";"Cash"
19387;"2023-07-04";3224;"Shipped";"Cash"
19388;"2025-01-12";3849;"Processing";"PayPal"
19389;"2024-04-17";1416;"Processing";"Credit Card"
19390;"2023-12-17";6375;"Shipped";"Credit Card"
19391;"2023-08-06";761;"Processing";"Credit Card"
19392;"2024-06-16";3643;"Cancelled";"Debit Card"
19393;"2023-10-01";1553;"Processing";"PayPal"
19394;"2023-12-09";863;"Processing";"Credit Card"
19395;"2024-11-16";9348;"Shipped";"PayPal"
19396;"2023-10-16";8549;"Processing";"Credit Card"
19397;"2024-06-09";9864;"Shipped";"PayPal"
19398;"2024-05-22";7210;"Shipped";"Debit Card"
19399;"2023-12-14";1329;"Shipped";"PayPal"
19400;"2024-06-04";1030;"Shipped";"Credit Card"
19401;"2023-10-04";2377;"Shipped";"PayPal"
19402;"2023-12-20";3242;"Shipped";"Cash"
19403;"2023-09-21";3141;"Shipped";"Credit Card"
19404;"2024-02-15";882;"Shipped";"PayPal"
19405;"2025-01-08";8731;"Shipped";"Credit Card"
19406;"2024-07-15";3558;"Returned";"PayPal"
19407;"2025-06-10";7064;"Shipped";"Debit Card"
19408;"2023-12-25";2197;"Shipped";"Debit Card"
19409;"2024-03-19";1951;"Shipped";"Credit Card"
19410;"2024-09-09";9803;"Cancelled";"Credit Card"
19411;"2024-10-21";5938;"Shipped";"Credit Card"
19412;"2024-03-03";3164;"Shipped";"PayPal"
19413;"2023-08-14";4464;"Shipped";"Debit Card"
19414;"2025-01-05";4008;"Processing";"Debit Card"
19415;"2024-08-28";4676;"Shipped";"Credit Card"
19416;"2023-10-02";4752;"Shipped";"Credit Card"
19417;"2024-11-17";6220;"Processing";"Debit Card"
19418;"2024-05-26";8419;"Shipped";"PayPal"
19419;"2023-08-30";7531;"Shipped";"PayPal"
19420;"2023-08-04";7736;"Processing";"Credit Card"
19421;"2023-09-22";8784;"Shipped";"PayPal"
19422;"2023-08-30";2076;"Shipped";"Cash"
19423;"2025-02-26";7773;"Shipped";"Cash"
19424;"2024-09-11";9561;"Shipped";"Debit Card"
19425;"2025-05-07";2023;"Shipped";"Cash"
19426;"2025-05-22";2079;"Shipped";"Debit Card"
19427;"2024-09-17";7395;"Shipped";"Cash"
19428;"2025-06-05";7014;"Shipped";"Cash"
19429;"2024-08-23";3322;"Processing";"Cash"
19430;"2024-05-02";6012;"Processing";"Cash"
19431;"2024-09-25";2437;"Shipped";"Cash"
19432;"2024-09-08";7088;"Shipped";"Debit Card"
19433;"2023-12-12";9997;"Processing";"Cash"
19434;"2023-07-01";3360;"Shipped";"Cash"
19435;"2023-11-05";1731;"Shipped";"PayPal"
19436;"2025-03-04";3663;"Cancelled";"Credit Card"
19437;"2024-11-26";5111;"Shipped";"Debit Card"
19438;"2024-09-10";6619;"Shipped";"Debit Card"
19439;"2024-12-15";6900;"Returned";"Cash"
19440;"2024-08-20";1030;"Cancelled";"Debit Card"
19441;"2024-11-19";412;"Shipped";"Debit Card"
19442;"2025-05-12";1982;"Processing";"PayPal"
19443;"2025-02-07";8854;"Processing";"Debit Card"
19444;"2023-12-31";9540;"Shipped";"Debit Card"
19445;"2024-09-12";3471;"Shipped";"Credit Card"
19446;"2023-07-20";1306;"Shipped";"Cash"
19447;"2025-05-16";4681;"Processing";"Debit Card"
19448;"2023-07-07";4596;"Shipped";"Credit Card"
19449;"2024-01-10";816;"Shipped";"Cash"
19450;"2023-11-16";9669;"Shipped";"Debit Card"
19451;"2025-03-30";5613;"Shipped";"PayPal"
19452;"2024-08-11";2038;"Processing";"PayPal"
19453;"2023-12-13";9523;"Processing";"Cash"
19454;"2024-01-23";4876;"Shipped";"Credit Card"
19455;"2025-02-23";7087;"Returned";"Cash"
19456;"2024-05-04";1150;"Shipped";"Debit Card"
19457;"2023-10-19";6409;"Shipped";"Credit Card"
19458;"2024-01-21";7;"Processing";"PayPal"
19459;"2024-02-15";1437;"Shipped";"Cash"
19460;"2024-07-01";3251;"Returned";"Debit Card"
19461;"2023-09-17";7664;"Shipped";"PayPal"
19462;"2023-07-15";695;"Shipped";"Credit Card"
19463;"2025-04-28";5088;"Shipped";"PayPal"
19464;"2025-02-14";3300;"Processing";"Cash"
19465;"2024-12-25";4844;"Cancelled";"Debit Card"
19466;"2023-10-14";7738;"Shipped";"Credit Card"
19467;"2023-09-07";4953;"Shipped";"PayPal"
19468;"2024-05-14";5048;"Cancelled";"PayPal"
19469;"2023-09-10";7843;"Cancelled";"PayPal"
19470;"2024-03-24";26;"Shipped";"PayPal"
19471;"2023-08-01";4548;"Shipped";"Cash"
19472;"2024-08-22";2154;"Shipped";"Cash"
19473;"2024-04-12";8020;"Shipped";"PayPal"
19474;"2025-01-02";3490;"Shipped";"Cash"
19475;"2024-01-17";8524;"Shipped";"Cash"
19476;"2024-10-22";5162;"Shipped";"Debit Card"
19477;"2025-03-22";645;"Cancelled";"PayPal"
19478;"2024-03-15";1853;"Returned";"PayPal"
19479;"2025-04-11";7724;"Shipped";"PayPal"
19480;"2024-04-25";4131;"Shipped";"PayPal"
19481;"2025-04-05";3585;"Returned";"Cash"
19482;"2023-11-06";3810;"Shipped";"Debit Card"
19483;"2025-05-02";9003;"Cancelled";"Debit Card"
19484;"2024-09-02";1312;"Shipped";"Debit Card"
19485;"2025-03-03";1895;"Processing";"PayPal"
19486;"2024-10-09";6239;"Shipped";"Cash"
19487;"2025-01-01";4301;"Shipped";"Debit Card"
19488;"2023-12-13";7789;"Shipped";"Credit Card"
19489;"2025-03-08";6978;"Shipped";"PayPal"
19490;"2024-05-20";6174;"Cancelled";"Cash"
19491;"2024-08-13";6410;"Shipped";"PayPal"
19492;"2024-11-11";2071;"Shipped";"PayPal"
19493;"2025-06-21";2657;"Shipped";"Debit Card"
19494;"2025-02-05";4135;"Shipped";"Debit Card"
19495;"2024-05-11";4269;"Shipped";"Credit Card"
19496;"2024-09-16";6011;"Processing";"Debit Card"
19497;"2024-12-01";3485;"Shipped";"Credit Card"
19498;"2024-01-18";414;"Processing";"Credit Card"
19499;"2024-03-26";7842;"Shipped";"Debit Card"
19500;"2025-04-19";8884;"Shipped";"Cash"
19501;"2024-07-28";6149;"Processing";"PayPal"
19502;"2024-03-28";4310;"Shipped";"Cash"
19503;"2024-08-06";5792;"Shipped";"Debit Card"
19504;"2024-01-14";920;"Shipped";"PayPal"
19505;"2023-09-16";907;"Shipped";"Cash"
19506;"2023-12-12";3211;"Shipped";"Cash"
19507;"2024-03-16";2720;"Shipped";"PayPal"
19508;"2024-02-09";4896;"Shipped";"PayPal"
19509;"2025-01-02";793;"Cancelled";"Credit Card"
19510;"2024-02-21";8768;"Shipped";"Cash"
19511;"2023-07-17";9920;"Shipped";"PayPal"
19512;"2024-06-06";5544;"Returned";"Cash"
19513;"2025-06-13";3726;"Shipped";"PayPal"
19514;"2024-11-07";8192;"Processing";"Cash"
19515;"2024-09-07";5162;"Shipped";"PayPal"
19516;"2024-10-23";1361;"Processing";"Debit Card"
19517;"2024-12-08";2049;"Shipped";"Debit Card"
19518;"2023-08-29";6253;"Shipped";"Cash"
19519;"2025-04-01";6099;"Cancelled";"Credit Card"
19520;"2024-11-09";3197;"Processing";"Cash"
19521;"2025-01-02";9280;"Cancelled";"Credit Card"
19522;"2024-09-10";206;"Shipped";"Cash"
19523;"2023-08-07";3316;"Shipped";"Credit Card"
19524;"2023-09-02";6734;"Shipped";"Debit Card"
19525;"2025-05-08";8815;"Processing";"Debit Card"
19526;"2023-11-10";1678;"Cancelled";"Debit Card"
19527;"2025-02-25";3013;"Shipped";"Credit Card"
19528;"2024-09-20";7548;"Shipped";"Cash"
19529;"2025-05-12";1872;"Shipped";"Credit Card"
19530;"2024-09-24";8271;"Shipped";"PayPal"
19531;"2024-06-21";6559;"Cancelled";"PayPal"
19532;"2023-10-18";9669;"Processing";"Debit Card"
19533;"2025-01-05";4735;"Cancelled";"Credit Card"
19534;"2024-11-09";5790;"Processing";"PayPal"
19535;"2025-04-06";6935;"Shipped";"Credit Card"
19536;"2024-08-19";3229;"Shipped";"PayPal"
19537;"2024-09-06";2336;"Shipped";"Credit Card"
19538;"2024-04-25";1726;"Shipped";"PayPal"
19539;"2025-03-16";5738;"Shipped";"Credit Card"
19540;"2024-06-06";9307;"Shipped";"Credit Card"
19541;"2023-10-17";5986;"Processing";"Cash"
19542;"2024-11-02";7217;"Processing";"Debit Card"
19543;"2024-03-08";161;"Shipped";"Debit Card"
19544;"2025-05-22";1426;"Shipped";"Debit Card"
19545;"2024-03-01";1734;"Shipped";"PayPal"
19546;"2025-03-11";2523;"Cancelled";"Cash"
19547;"2024-04-07";7167;"Cancelled";"Credit Card"
19548;"2023-09-09";602;"Shipped";"Credit Card"
19549;"2024-04-10";9748;"Shipped";"Credit Card"
19550;"2025-06-18";4685;"Shipped";"PayPal"
19551;"2024-01-03";1521;"Shipped";"Credit Card"
19552;"2024-07-16";2391;"Shipped";"Debit Card"
19553;"2024-02-15";9098;"Shipped";"Debit Card"
19554;"2023-07-09";9843;"Shipped";"Debit Card"
19555;"2024-01-25";1118;"Shipped";"Debit Card"
19556;"2025-05-19";7301;"Shipped";"PayPal"
19557;"2024-12-02";9717;"Shipped";"PayPal"
19558;"2024-02-04";4722;"Shipped";"Debit Card"
19559;"2024-07-17";6142;"Shipped";"Debit Card"
19560;"2023-07-30";3081;"Shipped";"Credit Card"
19561;"2023-11-23";7940;"Cancelled";"Cash"
19562;"2025-02-17";4778;"Returned";"PayPal"
19563;"2023-11-29";7266;"Shipped";"PayPal"
19564;"2024-09-03";3802;"Shipped";"Credit Card"
19565;"2025-02-13";7058;"Shipped";"Debit Card"
19566;"2024-09-04";7511;"Shipped";"Cash"
19567;"2024-01-08";8100;"Shipped";"PayPal"
19568;"2023-11-14";6082;"Shipped";"PayPal"
19569;"2023-07-29";3628;"Shipped";"Debit Card"
19570;"2024-02-23";4381;"Shipped";"PayPal"
19571;"2024-10-05";5380;"Shipped";"Cash"
19572;"2024-05-08";2543;"Shipped";"PayPal"
19573;"2025-01-27";4451;"Shipped";"Cash"
19574;"2024-05-29";6961;"Shipped";"PayPal"
19575;"2025-04-30";200;"Shipped";"Credit Card"
19576;"2023-08-20";6997;"Cancelled";"Credit Card"
19577;"2025-06-13";2184;"Shipped";"Credit Card"
19578;"2024-11-30";5044;"Shipped";"Credit Card"
19579;"2024-08-22";4037;"Shipped";"PayPal"
19580;"2024-08-26";5013;"Shipped";"Debit Card"
19581;"2023-08-08";7835;"Processing";"PayPal"
19582;"2024-12-29";3494;"Shipped";"Cash"
19583;"2023-08-14";3973;"Processing";"PayPal"
19584;"2023-11-11";9557;"Shipped";"Debit Card"
19585;"2024-11-08";1853;"Shipped";"Debit Card"
19586;"2024-11-13";8580;"Shipped";"Cash"
19587;"2023-08-12";1663;"Shipped";"Credit Card"
19588;"2024-10-23";7590;"Shipped";"Debit Card"
19589;"2024-02-10";213;"Shipped";"Debit Card"
19590;"2025-04-07";4656;"Shipped";"Credit Card"
19591;"2025-05-19";8750;"Processing";"Credit Card"
19592;"2023-12-11";3120;"Processing";"PayPal"
19593;"2024-08-13";6646;"Shipped";"Credit Card"
19594;"2024-01-29";2692;"Shipped";"Cash"
19595;"2024-12-25";1995;"Shipped";"Debit Card"
19596;"2023-08-06";5049;"Processing";"Credit Card"
19597;"2023-08-03";475;"Cancelled";"Debit Card"
19598;"2023-07-15";9960;"Returned";"Cash"
19599;"2023-07-29";8234;"Shipped";"Credit Card"
19600;"2023-09-29";3993;"Shipped";"Credit Card"
19601;"2024-07-27";4824;"Shipped";"Credit Card"
19602;"2023-09-07";3518;"Shipped";"Credit Card"
19603;"2024-10-14";2269;"Processing";"Credit Card"
19604;"2023-07-31";9837;"Shipped";"PayPal"
19605;"2023-07-06";940;"Shipped";"Cash"
19606;"2025-02-12";4439;"Returned";"Cash"
19607;"2024-06-03";6299;"Shipped";"PayPal"
19608;"2025-06-01";2986;"Shipped";"PayPal"
19609;"2024-04-12";4990;"Shipped";"Credit Card"
19610;"2024-02-10";6029;"Shipped";"Credit Card"
19611;"2025-05-16";9557;"Returned";"Debit Card"
19612;"2024-01-25";9043;"Processing";"Credit Card"
19613;"2024-01-25";8423;"Processing";"Cash"
19614;"2023-11-12";2500;"Shipped";"Credit Card"
19615;"2025-03-16";7621;"Shipped";"PayPal"
19616;"2024-03-05";4305;"Shipped";"Debit Card"
19617;"2023-08-20";2904;"Shipped";"Credit Card"
19618;"2024-04-18";7764;"Shipped";"PayPal"
19619;"2024-02-08";7965;"Shipped";"Credit Card"
19620;"2024-04-09";9431;"Returned";"Credit Card"
19621;"2024-02-21";2075;"Shipped";"Cash"
19622;"2025-05-29";7826;"Shipped";"PayPal"
19623;"2024-03-04";2066;"Shipped";"PayPal"
19624;"2025-02-08";8822;"Returned";"PayPal"
19625;"2024-05-14";3209;"Shipped";"Cash"
19626;"2024-04-21";4675;"Shipped";"Debit Card"
19627;"2024-04-04";9095;"Shipped";"Credit Card"
19628;"2025-05-04";9246;"Shipped";"Cash"
19629;"2024-02-29";123;"Processing";"PayPal"
19630;"2023-12-30";957;"Shipped";"Debit Card"
19631;"2024-02-20";5097;"Processing";"Cash"
19632;"2024-12-09";987;"Processing";"PayPal"
19633;"2023-12-28";9444;"Shipped";"Cash"
19634;"2024-07-30";4434;"Shipped";"Debit Card"
19635;"2024-08-27";991;"Shipped";"PayPal"
19636;"2024-11-25";7926;"Shipped";"Credit Card"
19637;"2023-08-07";5557;"Shipped";"Cash"
19638;"2023-10-21";9094;"Returned";"PayPal"
19639;"2023-07-26";6826;"Shipped";"PayPal"
19640;"2024-01-23";4710;"Processing";"Credit Card"
19641;"2025-05-30";7974;"Shipped";"PayPal"
19642;"2024-02-08";3581;"Shipped";"Debit Card"
19643;"2023-09-12";2803;"Shipped";"PayPal"
19644;"2025-05-24";2205;"Processing";"PayPal"
19645;"2024-08-01";872;"Shipped";"PayPal"
19646;"2024-10-31";2825;"Shipped";"PayPal"
19647;"2024-05-25";6096;"Shipped";"Cash"
19648;"2023-09-26";3404;"Shipped";"Cash"
19649;"2023-08-01";6154;"Shipped";"Cash"
19650;"2025-02-27";5551;"Shipped";"Cash"
19651;"2024-10-02";3883;"Shipped";"Debit Card"
19652;"2024-10-29";3208;"Shipped";"Debit Card"
19653;"2025-02-09";3098;"Shipped";"Debit Card"
19654;"2025-03-20";3079;"Returned";"Cash"
19655;"2025-02-26";2639;"Shipped";"Cash"
19656;"2025-01-31";5552;"Shipped";"Debit Card"
19657;"2024-06-07";2947;"Shipped";"PayPal"
19658;"2025-04-29";3472;"Returned";"Credit Card"
19659;"2023-12-19";4303;"Shipped";"Debit Card"
19660;"2025-02-13";1625;"Processing";"Credit Card"
19661;"2023-08-10";9718;"Shipped";"Credit Card"
19662;"2023-08-26";1483;"Shipped";"Credit Card"
19663;"2024-10-09";259;"Shipped";"PayPal"
19664;"2024-04-05";454;"Shipped";"PayPal"
19665;"2023-07-03";8991;"Shipped";"Cash"
19666;"2023-08-03";4471;"Returned";"Cash"
19667;"2024-03-31";2512;"Shipped";"PayPal"
19668;"2024-06-17";4171;"Shipped";"PayPal"
19669;"2023-11-12";8434;"Shipped";"Cash"
19670;"2024-07-06";5137;"Processing";"Credit Card"
19671;"2024-11-14";1713;"Shipped";"Debit Card"
19672;"2025-04-17";7427;"Shipped";"Cash"
19673;"2024-11-25";2003;"Shipped";"Debit Card"
19674;"2024-01-10";8152;"Shipped";"Credit Card"
19675;"2024-12-05";6255;"Shipped";"Cash"
19676;"2023-08-14";3328;"Shipped";"Credit Card"
19677;"2023-12-28";8689;"Processing";"Cash"
19678;"2024-10-27";8036;"Shipped";"Credit Card"
19679;"2024-10-30";3112;"Processing";"Credit Card"
19680;"2023-10-30";5242;"Shipped";"Cash"
19681;"2023-08-22";8919;"Processing";"Credit Card"
19682;"2023-10-23";1832;"Shipped";"Debit Card"
19683;"2024-03-19";1822;"Shipped";"Debit Card"
19684;"2023-08-01";1817;"Cancelled";"PayPal"
19685;"2023-07-08";92;"Shipped";"PayPal"
19686;"2024-05-27";3433;"Shipped";"Debit Card"
19687;"2024-09-26";1970;"Shipped";"PayPal"
19688;"2023-06-30";2385;"Shipped";"PayPal"
19689;"2025-06-01";3680;"Shipped";"PayPal"
19690;"2024-08-30";603;"Shipped";"Credit Card"
19691;"2024-06-14";428;"Processing";"Debit Card"
19692;"2025-04-18";9649;"Shipped";"Cash"
19693;"2024-05-14";8199;"Processing";"Debit Card"
19694;"2023-09-08";6264;"Shipped";"Debit Card"
19695;"2025-03-18";2435;"Shipped";"PayPal"
19696;"2023-10-14";1374;"Returned";"PayPal"
19697;"2023-11-05";8833;"Shipped";"Cash"
19698;"2024-12-18";5163;"Shipped";"Debit Card"
19699;"2025-02-17";6841;"Shipped";"Credit Card"
19700;"2024-08-17";3812;"Shipped";"Credit Card"
19701;"2024-11-07";3307;"Shipped";"Cash"
19702;"2024-02-27";8638;"Returned";"Cash"
19703;"2024-08-31";8705;"Shipped";"Credit Card"
19704;"2024-11-06";9182;"Returned";"Credit Card"
19705;"2024-03-24";6357;"Cancelled";"Credit Card"
19706;"2023-07-03";1402;"Processing";"Credit Card"
19707;"2024-08-15";546;"Shipped";"Credit Card"
19708;"2025-06-04";2534;"Shipped";"Debit Card"
19709;"2023-11-18";2010;"Shipped";"Debit Card"
19710;"2023-09-19";5902;"Processing";"Credit Card"
19711;"2023-12-19";4086;"Shipped";"Credit Card"
19712;"2023-11-16";2216;"Processing";"Debit Card"
19713;"2023-09-11";4986;"Shipped";"PayPal"
19714;"2023-11-10";9020;"Shipped";"Debit Card"
19715;"2025-01-01";2185;"Shipped";"Credit Card"
19716;"2024-05-12";1276;"Shipped";"Cash"
19717;"2024-07-10";9709;"Cancelled";"Credit Card"
19718;"2025-03-06";9505;"Shipped";"PayPal"
19719;"2023-09-23";5169;"Shipped";"Credit Card"
19720;"2025-03-17";3524;"Shipped";"PayPal"
19721;"2024-09-21";8708;"Returned";"PayPal"
19722;"2024-10-08";4784;"Returned";"PayPal"
19723;"2023-08-03";1020;"Cancelled";"Debit Card"
19724;"2025-04-29";9488;"Cancelled";"Debit Card"
19725;"2024-09-06";7599;"Shipped";"PayPal"
19726;"2024-09-21";1050;"Shipped";"PayPal"
19727;"2024-09-22";2341;"Shipped";"Credit Card"
19728;"2023-12-03";7574;"Shipped";"Credit Card"
19729;"2024-05-28";9450;"Shipped";"Debit Card"
19730;"2024-03-07";2279;"Shipped";"Debit Card"
19731;"2023-08-13";2986;"Shipped";"PayPal"
19732;"2023-07-31";5706;"Shipped";"Debit Card"
19733;"2025-03-06";1145;"Shipped";"PayPal"
19734;"2024-05-29";7631;"Processing";"Debit Card"
19735;"2024-05-22";706;"Shipped";"Cash"
19736;"2024-01-28";2425;"Shipped";"Debit Card"
19737;"2023-09-23";1935;"Shipped";"Debit Card"
19738;"2023-12-03";2485;"Shipped";"PayPal"
19739;"2025-03-10";6997;"Shipped";"Cash"
19740;"2024-08-11";1746;"Shipped";"Credit Card"
19741;"2024-05-15";5765;"Shipped";"Debit Card"
19742;"2024-04-30";9162;"Returned";"Cash"
19743;"2023-10-11";2547;"Processing";"Credit Card"
19744;"2023-12-02";5629;"Shipped";"Cash"
19745;"2024-04-01";778;"Shipped";"Cash"
19746;"2025-01-03";9526;"Shipped";"Credit Card"
19747;"2023-09-28";3115;"Shipped";"Credit Card"
19748;"2025-01-03";2937;"Shipped";"PayPal"
19749;"2023-10-23";4111;"Shipped";"PayPal"
19750;"2025-05-21";1346;"Processing";"PayPal"
19751;"2024-06-14";2042;"Returned";"Cash"
19752;"2023-12-13";2675;"Shipped";"Debit Card"
19753;"2024-05-12";7505;"Shipped";"Debit Card"
19754;"2024-07-19";9748;"Shipped";"Debit Card"
19755;"2025-04-14";690;"Shipped";"Credit Card"
19756;"2023-10-22";9727;"Shipped";"Debit Card"
19757;"2024-04-24";7057;"Returned";"Credit Card"
19758;"2023-10-10";120;"Processing";"Cash"
19759;"2024-04-28";6170;"Shipped";"Cash"
19760;"2024-06-06";5833;"Shipped";"Cash"
19761;"2023-08-21";1614;"Shipped";"PayPal"
19762;"2024-04-03";7624;"Shipped";"Debit Card"
19763;"2024-10-15";3034;"Shipped";"Cash"
19764;"2024-06-01";2937;"Shipped";"Credit Card"
19765;"2024-12-23";5660;"Returned";"PayPal"
19766;"2024-07-27";9342;"Shipped";"PayPal"
19767;"2024-01-02";5068;"Processing";"Debit Card"
19768;"2023-07-09";4803;"Shipped";"Cash"
19769;"2024-05-10";9902;"Shipped";"Debit Card"
19770;"2023-12-05";3159;"Cancelled";"Cash"
19771;"2024-06-15";9559;"Shipped";"Debit Card"
19772;"2024-04-26";4491;"Processing";"Debit Card"
19773;"2023-07-15";456;"Shipped";"PayPal"
19774;"2024-10-06";7644;"Shipped";"PayPal"
19775;"2024-05-21";4621;"Cancelled";"Cash"
19776;"2024-12-14";8868;"Processing";"PayPal"
19777;"2025-04-26";9194;"Shipped";"PayPal"
19778;"2025-03-26";9088;"Returned";"Credit Card"
19779;"2023-08-14";5100;"Processing";"Cash"
19780;"2023-07-17";60;"Shipped";"Debit Card"
19781;"2023-12-20";6200;"Shipped";"Debit Card"
19782;"2024-08-02";6312;"Cancelled";"Debit Card"
19783;"2024-11-09";5532;"Processing";"Credit Card"
19784;"2024-07-23";2765;"Shipped";"PayPal"
19785;"2024-08-02";7009;"Shipped";"PayPal"
19786;"2024-04-25";1795;"Shipped";"Debit Card"
19787;"2025-05-16";5687;"Processing";"Debit Card"
19788;"2024-08-23";3488;"Shipped";"Debit Card"
19789;"2025-02-03";4988;"Shipped";"Credit Card"
19790;"2023-08-27";3422;"Shipped";"Debit Card"
19791;"2024-02-19";6581;"Shipped";"PayPal"
19792;"2024-01-20";5533;"Shipped";"Credit Card"
19793;"2024-11-06";1374;"Shipped";"Debit Card"
19794;"2023-11-30";3554;"Shipped";"PayPal"
19795;"2024-02-13";3673;"Shipped";"Cash"
19796;"2023-09-27";8145;"Processing";"Credit Card"
19797;"2023-08-28";9275;"Shipped";"PayPal"
19798;"2024-09-09";9126;"Processing";"PayPal"
19799;"2024-10-19";5438;"Cancelled";"PayPal"
19800;"2023-07-01";8164;"Cancelled";"PayPal"
19801;"2024-03-03";7447;"Shipped";"Credit Card"
19802;"2025-02-01";8750;"Shipped";"Credit Card"
19803;"2023-07-22";5966;"Shipped";"Cash"
19804;"2025-01-26";5916;"Processing";"Credit Card"
19805;"2025-01-28";9735;"Cancelled";"Credit Card"
19806;"2024-02-27";6116;"Shipped";"Debit Card"
19807;"2023-08-05";5095;"Shipped";"Cash"
19808;"2025-03-12";2383;"Shipped";"Cash"
19809;"2025-05-16";4099;"Shipped";"Debit Card"
19810;"2025-06-19";9200;"Processing";"Debit Card"
19811;"2024-11-29";9474;"Shipped";"PayPal"
19812;"2025-05-28";4359;"Shipped";"Cash"
19813;"2024-02-21";8313;"Shipped";"Credit Card"
19814;"2025-02-10";9097;"Shipped";"PayPal"
19815;"2025-03-19";140;"Shipped";"Debit Card"
19816;"2024-05-23";7645;"Shipped";"PayPal"
19817;"2023-10-24";1816;"Shipped";"Credit Card"
19818;"2024-01-11";5409;"Shipped";"Credit Card"
19819;"2025-04-21";4302;"Cancelled";"Debit Card"
19820;"2024-03-12";7286;"Processing";"PayPal"
19821;"2024-06-04";9221;"Shipped";"PayPal"
19822;"2025-01-04";6779;"Shipped";"Credit Card"
19823;"2024-11-28";8537;"Shipped";"PayPal"
19824;"2023-11-02";2420;"Shipped";"PayPal"
19825;"2024-03-04";3236;"Shipped";"Credit Card"
19826;"2024-07-07";2595;"Processing";"Debit Card"
19827;"2024-10-24";1388;"Shipped";"Cash"
19828;"2024-12-09";984;"Shipped";"PayPal"
19829;"2023-10-07";2123;"Processing";"Credit Card"
19830;"2023-09-12";5420;"Shipped";"Credit Card"
19831;"2025-06-10";2995;"Shipped";"Debit Card"
19832;"2025-01-17";7057;"Shipped";"Credit Card"
19833;"2024-04-08";7549;"Shipped";"PayPal"
19834;"2025-02-14";6854;"Processing";"PayPal"
19835;"2024-02-16";2901;"Returned";"Debit Card"
19836;"2024-10-08";776;"Shipped";"Cash"
19837;"2023-10-18";4982;"Shipped";"PayPal"
19838;"2024-01-31";736;"Shipped";"Credit Card"
19839;"2023-10-08";6778;"Shipped";"Credit Card"
19840;"2025-06-02";7754;"Shipped";"Credit Card"
19841;"2024-10-13";5148;"Shipped";"Debit Card"
19842;"2024-06-08";1487;"Shipped";"Credit Card"
19843;"2023-12-06";396;"Shipped";"Cash"
19844;"2024-05-29";2002;"Shipped";"Debit Card"
19845;"2023-06-22";8556;"Shipped";"Debit Card"
19846;"2025-04-05";8063;"Shipped";"Cash"
